objectid,filename,title,creator,description,date,date is approximate,subject,latitude,longitude,source,donor,identifier,rights,standardized rights,format original,type,format,object_template,object_download,image_small,image_thumb
twrs158,DSC_0293.JPG,Stuffed Owl,,This owl was found dead by Jim and Holly Akenson and sent off to Oregon to be mounted. Ray Arnold from Arnold Aviation like it so much that he left it hanging above his desk in Cascade. One day Gary and Mona Koehler were at the airport with their pet bobcat Kamir. When the bobcat saw the mounted owl he attacked it. It was decided that it was finally time to get the owl back to Taylor Ranch and it was flown in. ,,,Big Creek; Jim Akenson; Holly Akenson,45.102402,-114.850242,,,DSC_0293,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0293.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0293_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0293_th.jpg
twrs159,DSC_0294.JPG,Bobcat Skull,,Bobcat Skull,,,Bobcat; Research,45.102402,-114.850242,,,DSC_0294,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0294.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0294_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0294_th.jpg
twrs160,DSC_0296.JPG,Bobcat Skull,,Bobcat Skull,,,Bobcat; Research,45.102402,-114.850242,,,DSC_0296,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0296.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0296_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0296_th.jpg
twrs161,DSC_0297.JPG,First Aid Kit,,First Aid Kit,1970,,,45.102402,-114.850242,,,DSC_0297,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0297.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0297_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0297_th.jpg
twrs162,DSC_0298.JPG,???,,,,,,,,,,DSC_0298,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0298.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0298_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0298_th.jpg
twrs163,DSC_0299.JPG,???,,,,,,,,,,DSC_0299,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0299.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0299_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0299_th.jpg
twrs164,DSC_0300.JPG,Mule Deer Antlers,,Jess Taylor's Mule Deer Antlers,,,Jess Taylor; Mule Deer,45.102402,-114.850242,,,DSC_0300,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0300.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0300_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0300_th.jpg
twrs165,DSC_0301.JPG,Mule Deer Antlers,,Jess Taylor's Mule Deer Antlers,,,Jess Taylor; Mule Deer,45.102402,-114.850242,,,DSC_0301,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0301.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0301_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0301_th.jpg
twrs166,DSC_0302.JPG,Mule Deer,,,,,Mule Deer,,,,,DSC_0302,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0302.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0302_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0302_th.jpg
twrs167,DSC_0303.JPG,Mule Deer,,,,,Mule Deer,,,,,DSC_0303,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0303.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0303_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0303_th.jpg
twrs168,DSC_0304.JPG,Bighorn sheep,,,,,Bighorn Sheep,,,,,DSC_0304,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0304.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0304_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0304_th.jpg
twrs169,DSC_0305.JPG,Taylor Ranch Airstrip,,By the late 1950's Jess Taylor had improved the airstrip to its current condition. ,,1950,Jess Taylor; airstrip,45.103451,-114.855203,,,DSC_0305,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0305.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0305_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0305_th.jpg
twrs170,DSC_0307.JPG,"Lookouts, Telephone Lines, Climbing Spurs",,"Lookouts, Telephone Lines, Climbing Spurs",,,United States Fores Service; Telephone; Dave Lewis,45.102402,-114.850242,,,DSC_0307,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0307.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0307_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0307_th.jpg
twrs171,DSC_0308.JPG,"Oneida Community, NY Longspring Trap",,"Oneida Community, NY Longspring Trap",,,,45.102402,-114.850242,,,DSC_0308,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0308.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0308_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0308_th.jpg
twrs172,DSC_0309.JPG,"Oneida Community, NY Longspring Trap",,"Oneida Community, NY Longspring Trap",,,,45.102402,-114.850242,,,DSC_0309,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0309.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0309_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0309_th.jpg
twrs173,DSC_0311.JPG,Shoshone-Bannock Grinding Stones,,Shoshone-Bannock Grinding Stones,,,,,,,,DSC_0311,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0311.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0311_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0311_th.jpg
twrs174,DSC_0312.JPG,Shoshone-Bannock Grinding Stones,,Shoshone-Bannock Grinding Stones,,,,,,,,DSC_0312,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0312.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0312_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0312_th.jpg
twrs175,DSC_0314.JPG,Pieces of Obsidian Arrowheads,,Pieces of Obsidian Arrowheads,,,,,,,,DSC_0314,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0314.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0314_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0314_th.jpg
twrs176,DSC_0315.JPG,This Here's Th' Bathroom Sign,,This Here's Th' Bathroom Sign,1943,,,,,,,DSC_0315,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0315.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0315_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0315_th.jpg
twrs177,DSC_0316.JPG,Musket Balls from the Sheepeater Campaign,,Musket Balls from the Sheepeater Campaign,,1879,,,,,,DSC_0316,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0316.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0316_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0316_th.jpg
twrs178,DSC_0317.JPG,Musket Balls from the Sheepeater Campaign,,Musket Balls from the Sheepeater Campaign,,1879,,,,,,DSC_0317,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0317.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0317_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0317_th.jpg
twrs179,DSC_0318.JPG,Shoshone-Bannock Stones,,,,,,,,,,DSC_0318,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0318.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0318_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0318_th.jpg
twrs180,DSC_0322.JPG,Winchester Reloading Tool,,"Reloading Tool manufactured by the Winchester Arms Co. New Haven, CT Pat. February 13 1894",1894-02-13,,Tools,45.102402,-114.850242,,,DSC_0322,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0322.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0322_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0322_th.jpg
twrs181,DSC_0323.JPG,Winchester Reloading Tool,,"Reloading Tool manufactured by the Winchester Arms Co. New Haven, CT Pat. February 13 1894",1894-02-13,,Tools,45.102402,-114.850242,,,DSC_0323,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0323.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0323_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0323_th.jpg
twrs182,DSC_0324.JPG,"M. Klein & Sons Tools Cable Crimper Clamp Splicer Chicago, IL",,"M. Klein & Sons Tools Cable Crimper Clamp Splicer Chicago, IL",,,Tools,45.102402,-114.850242,,,DSC_0324,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0324.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0324_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0324_th.jpg
twrs183,DSC_0325.JPG,Bullet Mold,,Bullet Mold,,,Tools,45.102402,-114.850242,,,DSC_0325,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0325.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0325_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0325_th.jpg
twrs184,DSC_0326.JPG,Bullet Mold,,Bullet Mold,,,Tools,45.102402,-114.850242,,,DSC_0326,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0326.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0326_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0326_th.jpg
twrs185,DSC_0327.JPG,Metal Measuring Cup,,Metal Measuring Cup,,1893-1905,Tools,45.102402,-114.850242,,,DSC_0327,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0327.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0327_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0327_th.jpg
twrs186,DSC_0328.JPG,Vintage A.G. Williams Co Iron,,"Vintage A.G. Williams Co Iron made in Ravenna, OH",,1893-1905,,45.102402,-114.850242,,,DSC_0328,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0328.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0328_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0328_th.jpg
twrs187,DSC_0329.JPG,Vintage A.G. Williams Co Iron,,"Vintage A.G. Williams Co Iron made in Ravenna, OH",,1893-1905,,45.102402,-114.850242,,,DSC_0329,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0329.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0329_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0329_th.jpg
twrs188,DSC_0332.JPG,Vintage A.G. Williams Co Iron,,"Vintage A.G. Williams Co Iron made in Ravenna, OH",,,,45.102402,-114.850242,,,DSC_0332,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0332.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0332_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0332_th.jpg
twrs189,DSC_0333.JPG,Kitchenware,,The trail along Big Creek used to be impassible through the Gorge. People traveling east towards the Middle Fork of the Salmon used to travel up Pioneer Creek and over the mountains. These items were found at an old campsite. Many of these types of items were found after the Diamond Complex fire in 2000,,,Pioneer Creek; Kitchenware,,,,,DSC_0333,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0333.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0333_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0333_th.jpg
twrs190,DSC_0334.JPG,Mule and Horse Shoes,,The trail along Big Creek used to be impassible through the Gorge. People traveling east towards the Middle Fork of the Salmon used to travel up Pioneer Creek and over the mountains. These items were found at an old campsite. Many of these types of items were found after the Diamond Complex fire in 2000,,,Pioneer Creek; Kitchenware,,,,,DSC_0334,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0334.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0334_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0334_th.jpg
twrs191,DSC_0335.JPG,Shoshone-Bannock Grinding Stone,,Shoshone-Bannock Grinding Stone,,,,,,,,DSC_0335,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0335.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0335_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0335_th.jpg
twrs192,DSC_0336.JPG,Shoshone-Bannock Grinding Stone,,Shoshone-Bannock Grinding Stone,,,,,,,,DSC_0336,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0336.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0336_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0336_th.jpg
twrs193,DSC_0337.JPG,Old Bottles,,The trail along Big Creek used to be impassible through the Gorge. People traveling east towards the Middle Fork of the Salmon used to travel up Pioneer Creek and over the mountains. These items were found at an old campsite. Many of these types of items were found after the Diamond Complex fire in 2000,,1930-1950,Pioneer Creek; Kitchenware,,,,,DSC_0337,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0337.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0337_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0337_th.jpg
twrs194,DSC_0338.JPG,Certo Brown Bottle,,This Brown Bottle held Certo which was a fruit pectin used to make jams and jellys. ,,1930-1950,Pioneer Creek; Kitchenware,,,,,DSC_0338,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0338.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0338_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0338_th.jpg
twrs195,DSC_0339.JPG,White Sewing Machine,,Dorothy Taylor's sewing machine ,,1913,Dorothy Taylor,45.102402,-114.850242,,,DSC_0339,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0339.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0339_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0339_th.jpg
twrs196,DSC_0340.JPG,White Sewing Machine,,Dorothy Taylor's sewing machine ,,1913,Dorothy Taylor,45.102402,-114.850242,,,DSC_0340,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0340.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0340_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0340_th.jpg
twrs197,DSC_0341.JPG,White Sewing Machine,,Upholstery cloth and ribbons. ,,,Dorothy Taylor,45.102402,-114.850242,,,DSC_0341,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0341.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0341_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0341_th.jpg
twrs198,DSC_0342.JPG,White Sewing Machine,,"Pin cushion, pins, thread, and ruler",,,Dorothy Taylor,45.102402,-114.850242,,,DSC_0342,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0342.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0342_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0342_th.jpg
twrs199,DSC_0343.JPG,White Sewing Machine,,Sewing Machine attachments,,,Dorothy Taylor,45.102402,-114.850242,,,DSC_0343,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0343.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0343_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0343_th.jpg
twrs200,DSC_0344.JPG,White Sewing Machine,,Sewing Knick-Knacks,,,Dorothy Taylor,45.102402,-114.850242,,,DSC_0344,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0344.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0344_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0344_th.jpg
twrs201,DSC_0345.JPG,White Sewing Machine,,Sewing Knick-Knacks,,,Dorothy Taylor,45.102402,-114.850242,,,DSC_0345,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0345.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0345_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0345_th.jpg
twrs202,DSC_0347.JPG,Taylor Museum Corner,,The Lanham Cabin is now used as a lab and living quarters at Taylor. In a corner of the lab is a small museum full of artifacts and pictures that have been collected over the years. ,,,Taylor Ranch,45.102402,-114.850242,,,DSC_0347,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0347.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0347_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0347_th.jpg
twrs203,DSC_0348.JPG,University of Idaho Snowshoes,,University of Idaho Snowshoes,,,,,,,,DSC_0348,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0348.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0348_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0348_th.jpg
twrs204,DSC_0349.JPG,University of Idaho Snowshoes,,University of Idaho Snowshoes,,,,,,,,DSC_0349,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0349.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0349_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0349_th.jpg
twrs205,DSC_0350.JPG,Bedside Table in Hornocker Cabin,,Bedside Table in Hornocker Cabin,,,,,,,,DSC_0350,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0350.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0350_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0350_th.jpg
twrs206,DSC_0352.JPG,Maurice Hornocker Biography,,Maurice Hornocker Biography,,,Maurice Hornocker,,,,,DSC_0352,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0352.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0352_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0352_th.jpg
twrs207,DSC_0353.JPG,Maurice Hornocker with a mountain lion during one of his studies. ,,Maurice Hornocker with a mountain lion during one of his studies. ,,,Maurice Hornocker; Mountain Lion,,,,,DSC_0353,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0353.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0353_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0353_th.jpg
twrs208,DSC_0354.JPG,Picture of Elk taken by Maurice Hornocker,,Picture of Elk taken by Maurice Hornocker,,,Maurice Hornocker; Elk,,,,,DSC_0354,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0354.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0354_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0354_th.jpg
twrs209,DSC_0355.JPG,Picture of Bill Wallace and Mary Acker,,"After a trip to Taylor, Bill Wallace and Mary Acker contributed funds to help restore the original Lewis Cabin. ",2005,,Bill Wallace; Dave Lewis,45.101824,-114.850659,,,DSC_0355,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0355.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0355_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0355_th.jpg
twrs210,DSC_0357.JPG,Bill Wallace and Mary Acker,,An account of Bill Wallace and Mary Acker's time spent at Taylor and the contributions they made to assist in the restoration of the original Lewis Cabin. ,2005,,Bill Wallace; Dave Lewis,45.101824,-114.850659,,,DSC_0357,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0357.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0357_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0357_th.jpg
twrs211,DSC_0358.JPG,Dave Lewis Lodge,,An account of the Dave Lewis Cabin,,,Dave Lewis,45.101824,-114.850659,,,DSC_0358,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0358.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0358_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0358_th.jpg
twrs212,DSC_0359.JPG,Picture of hunters with Dave Lewis at his cabin. ,,"During his time along Big Creek, Dave Lewis guided many hunters and fisherman. Here is a picture of them gathered around his cabin. Dave Lewis is the second from the right surrounded by his hunting dogs. ",,,Dave Lewis; Big Creek,45.101824,-114.850659,,,DSC_0359,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0359.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0359_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0359_th.jpg
twrs213,DSC_0360.JPG,Arlow Lewis and???,,,,1970s,Arlow Lewis,,,,,DSC_0360,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0360.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0360_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0360_th.jpg
twrs214,DSC_0462.JPG,Homemade key chain for Jess R. Taylors Keys. ,,Homemade key chain for Jess R. Taylors Keys. ,,1940-1960,Jess Taylor,,,,,DSC_0462,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0462.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0462_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0462_th.jpg
twrs215,DSC_0463.JPG,Broad Axe used to build the Dave Lewis Cabin,,Broad Axe used to build the Dave Lewis Cabin,,,Dave Lewis,45.101824,-114.850659,,,DSC_0463,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0463.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0463_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0463_th.jpg
twrs216,DSC_0465.JPG,Ammunition left in the tree that once stood in front of the Dave Lewis Cabin. ,,"A tree once stood in front of the Dave Lewis Cabin. When it had to be cut, the tree was used to make boards. When planing down the planks, these bullets were found imbedded in the tree. ",,,Dave Lewis,45.101824,-114.850659,,,DSC_0465,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0465.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0465_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0465_th.jpg
twrs217,DSC_0466.JPG,Ammunition left in the tree that once stood in front of the Dave Lewis Cabin. ,,"A tree once stood in front of the Dave Lewis Cabin. When it had to be cut, the tree was used to make boards. When planing down the planks, these bullets were found imbedded in the tree. ",,,Dave Lewis,45.101824,-114.850659,,,DSC_0466,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0466.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0466_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0466_th.jpg
twrs218,DSC_0469.JPG,Arrowhead,,Arrowhead,,,Indigenous Tribe,,,,,DSC_0469,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0469.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0469_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0469_th.jpg
twrs219,DSC_0470.JPG,Arrowhead,,Arrowhead,,,Indigenous Tribe,,,,,DSC_0470,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0470.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0470_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0470_th.jpg
twrs220,DSC_0471.JPG,Arrowhead,,Arrowhead,,,Indigenous Tribe,,,,,DSC_0471,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0471.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0471_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0471_th.jpg
twrs221,DSC_0472.JPG,Arrowhead,,Typical game point arrowhead,,,Indigenous Tribe,,,,,DSC_0472,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0472.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0472_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0472_th.jpg
