objectid,parentid,original_spreadsheet,filename,title,creator,description,date,date is approximate,subject,latitude,longitude,source,donor,identifier,rights,rightsstatement,format original,youtubeid,type,format,object_template,object_download,image_small,image_thumb
twrs768,,,b2-BighornSheep-019.pdf,Hells Canyon Initiative ,Hells Canyon Bighorn Sheep Restoration Committee,report from Hells Canyon Sheep Restoration Committee with attached handwritten note from committee member Vic Coggins,2003,y,Hells Canyon; restoration ecology; bighorn sheep; species conservation; Hells Canyon Bighorn Sheep Restoration Committee; Hells Canyon; Idaho,45.354979,-116.617925,,,b2-BighornSheep-019,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b2-BighornSheep-019.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b2-bighornsheep-019_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b2-bighornsheep-019_th.jpg
twrs769,,,b2-BighornSheep-020.pdf,Bighorn Darting and Letter ,"Akenson, Holly Anne; Akenson, Jim; Ward, Alton C. S.",field notes on bighorn darting taken by Jim and Holly Akenson plus letter from Alton C. S. Ward (veterinary science) on attempt to culture Pasturella from bighorn cougar kill ,1999,y,bighorn sheep; species conservation; pasturella; veterinary science; Big Creek; Taylor Ranch; Idaho,45.102587,-114.849884,,,b2-BighornSheep-020,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b2-BighornSheep-020.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b2-bighornsheep-020_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b2-bighornsheep-020_th.jpg
twrs770,,,b2-BighornSheep-021.pdf,Lambing Area and Summer Range Use ,"Akenson, Jim; Akenson, Holly Anne",proposal to study summer and spring habitat use and migration patterns of bighorn sheep on Big Creek,1989-01-01,,bighorn sheep; bighorn summer range; lambing; ecology; species conservation; Big Creek; Taylor Ranch; Idaho,45.102587,-114.849884,,,b2-BighornSheep-021,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b2-BighornSheep-021.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b2-bighornsheep-021_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b2-bighornsheep-021_th.jpg
twrs771,,,b2-BighornSheep-022.pdf,Letter of Recommendation ,"Hendee, John C",letter from University of Idaho dean John C. Hendee in support of Jim and Holly Akenson's bighorn sheep study proposal,1988-04-15,,"bighorn sheep; bighorn summer range; lambing; ecology; species conservation; Big Creek; Taylor Ranch; NRA; Eggers, Dennis C; Idaho",45.102587,-114.849884,,,b2-BighornSheep-022,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b2-BighornSheep-022.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b2-bighornsheep-022_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b2-bighornsheep-022_th.jpg
twrs772,,,b2-BighornSheep-023.pdf,Bighorn Sheep Study Outline for NRA Grant-in-Aid,"Akenson, Jim; Akenson, Holly Anne",formal funding request for a bighorn sheep habitat study submitted to the NRA's Grants-In-Aid ,1989-01-01,,bighorn sheep; bighorn summer range; lambing; ecology; species conservation; Big Creek; Taylor Ranch; Idaho; NRA,45.102587,-114.849884,,,b2-BighornSheep-023,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b2-BighornSheep-023.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b2-bighornsheep-023_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b2-bighornsheep-023_th.jpg
twrs773,,,b2-BighornSheep-024.pdf,Jim and Holly Akenson letter on lambing study,"Akenson, Jim; Akenson, Holly Anne",handwritten letter to Bill McLaughlin from Jim and Holly Akenson about needing an endorsement for the bighorn study proposal,1989-03-31,,bighorn sheep; bighorn summer range; lambing; ecology; species conservation; Big Creek; Taylor Ranch; Idaho; NRA,45.102587,-114.849884,,,b2-BighornSheep-024,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b2-BighornSheep-024.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b2-bighornsheep-024_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b2-bighornsheep-024_th.jpg
twrs774,,,b2-BighornSheep-025.pdf,NRA Grant-In-Aid Application,"Akenson, Jim; Akenson, Holly Anne",official application and budget for proposed bighorn lambing study ,1988-04-01,,bighorn sheep; bighorn summer range; lambing; ecology; species conservation; Big Creek; Taylor Ranch; Idaho; NRA,45.102587,-114.849884,,,b2-BighornSheep-025,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b2-BighornSheep-025.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b2-bighornsheep-025_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b2-bighornsheep-025_th.jpg
twrs775,,,b2-BighornSheep-027.pdf,NRA Grant-In-Aid Application notes,"Akenson, Jim; Akenson, Holly Anne; Eggers, Dennis C.",letter Dennis Eggers with returned Grants-In-Aid application requesting second year budget information ,1988,y,bighorn sheep; bighorn summer range; lambing; ecology; species conservation; Big Creek; Taylor Ranch; Idaho; NRA,45.102587,-114.849884,,,b2-BighornSheep-027,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b2-BighornSheep-027.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b2-bighornsheep-027_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b2-bighornsheep-027_th.jpg
twrs776,,,b2-BighornSheep-028.pdf,Lambing Area Survey,"Akenson, Jim; Akenson, Holly Anne",handwritten notes and observations on lambing activity along the West Fork of Monumental Creek,2004-07-14,,bighorn sheep; bighorn summer range; lambing; ecology; species conservation; Monumental Creek; Taylor Ranch; Idaho,45.147934,-115.145232,,,b2-BighornSheep-028,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b2-BighornSheep-028.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b2-bighornsheep-028_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b2-bighornsheep-028_th.jpg
twrs777,,,b2-BighornSheep-029.pdf,Bighorn Lamb-Ewe Composition on Big Creek,"Akenson, Jim","proposal for a study on lamb-ewe composition on Big Creek seasonal ranges with attached handwritten note addressed to ""Jeff"" from Jim Akenson ",1989-02-06,,bighorn sheep; lambing areas; ecology; species conservation; Big Creek; Taylor Ranch; Idaho,45.102587,-114.849884,,,b2-BighornSheep-029,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b2-BighornSheep-029.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b2-bighornsheep-029_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b2-bighornsheep-029_th.jpg
twrs778,,,b2-BighornSheep-030.pdf,full written proposal on bighorn sheep lambing study  ,"Akenson, Jim; Akenson, Holly Anne",detailed study outline for NRA Grants-In-Aid about the causes of bighorn sheep mortality and low lamb:ewe rations on Big Creek summer range habitat,1989-01-01,,bighorn sheep; lambing areas; ecology; species conservation; Big Creek; Taylor Ranch; Idaho,45.102587,-114.849884,,,b2-BighornSheep-030,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b2-BighornSheep-030.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b2-bighornsheep-030_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b2-bighornsheep-030_th.jpg
twrs779,,,b2-BighornSheep-031.pdf,Big Creek lamb tally,"Akenson, Jim; Akenson, Holly Anne",lamb tallies and associated graphs from 1990 Big Creek aerial survey,1990,y,bighorn sheep; lambing areas; ecology; species conservation; Big Creek; Taylor Ranch; Idaho,45.102587,-114.849884,,,b2-BighornSheep-031,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b2-BighornSheep-031.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b2-bighornsheep-031_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b2-bighornsheep-031_th.jpg
twrs780,,,b2-BighornSheep-032.pdf,Bighorn Ewe-Lamb Observations,"Akenson, Jim; Akenson, Holly Anne",bighorn ewe-lamb observsation details from Big Creek aerial survey,1990-07-17,,bighorn sheep; lambing areas; ecology; species conservation; Big Creek; Taylor Ranch; Idaho,45.102587,-114.849884,,,b2-BighornSheep-032,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b2-BighornSheep-032.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b2-bighornsheep-032_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b2-bighornsheep-032_th.jpg
twrs781,,,b2-BighornSheep-033.pdf,Peek's Range stuff,"Akenson, Jim","current and historical big game numbers, management quotas, notes, and observsations from Big Creek and Middle Fork drainages",1990,y,bighorn sheep; elk; mountains goat; mule deer; lambing areas; ecology; species conservation; Big Creek; Middle Fork Salmon River Taylor Ranch; Idaho; Jim Peek,45.102587,-114.849884,,,b2-BighornSheep-033,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b2-BighornSheep-033.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b2-bighornsheep-033_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b2-bighornsheep-033_th.jpg
twrs782,,,b2-BighornSheep-034.pdf,Bighorn Mortality,"Akenson, Holly Anne",multiple bighorn sheep lamb-ewe mortality reports from Big Creek,1990,y,bighorn sheep; lambs; ewes; ecology; species conservation; Big Creek; Taylor Ranch; Idaho,45.102587,-114.849884,,,b2-BighornSheep-034,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b2-BighornSheep-034.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b2-bighornsheep-034_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b2-bighornsheep-034_th.jpg
twrs783,,,b2-BighornSheep-035.pdf,Bighorn Ewe-Lamb Group Obbservsation Forms,"Akenson, Jim; Akenson, Holly Anne",large collection of bighorn ewe-lamb observation forms completed in 1990 in the Big Creek drainage,1990,y,bighorn sheep; lambs; ewes; ecology; species conservation; Big Creek; Taylor Ranch; Idaho,45.102587,-114.849884,,,b2-BighornSheep-035,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b2-BighornSheep-035.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b2-bighornsheep-035_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b2-bighornsheep-035_th.jpg
twrs784,,,b3-Marten-001.pdf,Fisher Sighting,"Akenson, Holly Anne; Akenson, Josh","two reports of fisher sightings at Whimstick Creek, a tributary of Chamberlain Creek",2001-06-26,,marten; fisher; wildlife sighting; species conservation; Chamberlain Creek; Big Creek; Taylor Ranch; Idaho,45.383662,-115.071238,,,b3-Marten-001,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b3-Marten-001.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b3-marten-001_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b3-marten-001_th.jpg
twrs785,,,b3-Marten-002.pdf,Marten and Fisher Report,"Shardlow, Mackenzie",survey and habitat study of marten and fisher in the Big Creek drainage,2005-12-16,,marten; fisher; wildlife sighting; species conservation; Chamberlain Creek; Big Creek; Taylor Ranch; Idaho,45.102587,-114.849884,,,b3-Marten-002,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b3-Marten-002.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b3-marten-002_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b3-marten-002_th.jpg
twrs786,,,b2-MountainLion-001.pdf,Mountain Lion Necropsy,"Akenson, Holly Anne","necropsy results from a female mountain lion that attached a dog in Yellowpine, Idaho",1997-11-25,,mountain lion; necropsy; depredation; wildlife encounter; Yellowpine Bar; Taylor Ranch;,45.543619,-115.252043,,,b2-MountainLion-001,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b2-MountainLion-001.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b2-mountainlion-001_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b2-mountainlion-001_th.jpg
twrs787,,,b2-MountainLion-002.pdf,Dr. Maurice Hornocker,,faculty profile of wildlife biologist and cougar expert Dr. Maurice Hornocker ,2007-06-22,,mountain lion; predators; big game; Big Creek; Taylor Ranch,45.102587,-114.849884,,,b2-MountainLion-002,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b2-MountainLion-002.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b2-mountainlion-002_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b2-mountainlion-002_th.jpg
twrs788,,,b2-MountainLion-003.pdf,Radiotracking Mountain Lions and Elk,"Seidensticker, John C.; Hornocker, Maurice G.; Knight, Richard R.; Judd, Steven L",report on best practices and techniques for radio collaring and tracking big game animals ,1970-09-01,,mountain lion; elk; predators; big game; Big Creek; Taylor Ranch,,,,,b2-MountainLion-003,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b2-MountainLion-003.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b2-mountainlion-003_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b2-mountainlion-003_th.jpg
twrs789,,,b2-MountainLion-004.pdf,Managing Mountain Lions as a Trophy Species,"Hornocker, Maurice G. ",suggestions for the management of mountain lions as trophy species in the intermountain region,1970,y,mountain lions; trophy hunting; predators; big game management; Big Creek; Taylor Ranch,,,,,b2-MountainLion-004,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b2-MountainLion-004.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b2-mountainlion-004_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b2-mountainlion-004_th.jpg
twrs790,,,b2-MountainLion-005.pdf,Puma Sedation,"Hornocker, Maurice G.; Wiles, Wilbur V.",scientific article published in International Zoo Yearbook on immobilising pumas with phencyclidine hydrochloride,,,,,,,,b2-MountainLion-005,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b2-MountainLion-005.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b2-mountainlion-005_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b2-mountainlion-005_th.jpg
twrs791,,,b2-MountainLion-006.pdf,Mountain Lion Social Organization,"Seidensticker, John C.",Seidensticker's dissertation on mountain lion social organization based on field work conducted in and around Taylor Ranch,1973-03-01,,mountain lions; predators; big game management; ecology; Big Creek; Taylor Ranch; Idaho Primitive Area,45.102587,-114.849884,,,b2-MountainLion-006,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b2-MountainLion-006.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b2-mountainlion-006_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b2-mountainlion-006_th.jpg
twrs792,,,b2-MountainLion-007.pdf,Effects of Wolf Reintroduction on a Cougar Population in the Central Idaho Wilderness,"Akenson, Jim; Akenson, Holly Anne; Quigley, Howard",article published in the Proceedings of the Eigth Mountain Lion Workshop on wolf and cougar interactions,2006-01-27,,mountain lions; wolves; predators; big game management; ecology; Big Creek; Taylor Ranch; Idaho Primitive Area; Frank Church River of No Return Wilderness; DeVlieg Foundation,45.102587,-114.849884,,,b2-MountainLion-007,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b2-MountainLion-007.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b2-mountainlion-007_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b2-mountainlion-007_th.jpg
twrs793,,,b2-Otter-001.pdf,Otter Telemetry ,"Mehlquist, Wayne E.; Hornocker, Maurice G.",article weighing the efficacy of different telemetry techniques on river otters,1979-01-01,,river otters; radio telemetry; central idaho wilderness; Big Creek; Taylor Ranch; species conservation,45.102587,-114.849884,,,b2-Otter-001,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b2-Otter-001.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b2-otter-001_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b2-otter-001_th.jpg
twrs794,,,b3-Bobcats-001.pdf,Influence of Seasons on Bobcats in Idaho,"Koehler, Gary M.; Hornocker, Maurice G.",Research Report,1905-06-11,,bobcat; maurice hornocker; gary koehler; Big Creek,,,,,b3-Bobcats-001,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b3-Bobcats-001.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b3-bobcats-001_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b3-bobcats-001_th.jpg
twrs795,,,b3-Bobcats-002.pdf,Predation form,"Koehler, Gary M.; Hornocker, Maurice G.",Bobcat study predation form,,,bobcat; maurice hornocker; gary koehler,,,,,b3-Bobcats-002,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b3-Bobcats-002.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b3-bobcats-002_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b3-bobcats-002_th.jpg
twrs796,,,b3-Bobcats-003.pdf,The Ecology of the Bobcat (felus rufus) in the River of No Return Wilderness,"Hornocker, Maurice G.","This report lists the objectives, procejures, and findings of all current research being conducted under the supervision of the Idaho Cooperative Wildlife Research Unit. ",1984-10,,bobcat; maurice hornocker; gary koehler,,,,,b3-Bobcats-003,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text ,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b3-Bobcats-003.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b3-bobcats-003_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b3-bobcats-003_th.jpg
twrs797,,,b3-Bobcats-004.pdf,Bobcat Study Observation,"Koehler, Gary M.; Hornocker, Maurice G.",Bobcat study form,,,bobcat; maurice hornocker; gary koehler,,,,,b3-Bobcats-004,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text ,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b3-Bobcats-004.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b3-bobcats-004_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b3-bobcats-004_th.jpg
twrs798,,,b3-Bobcats-005.pdf,Dr. Gary Koehler Profile,University of Idaho,Profile of Gary Koehler,2007-06-26,Y,bobcat; gary koehler; Kamir,,,,,b3-Bobcats-005,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text ,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b3-Bobcats-005.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b3-bobcats-005_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b3-bobcats-005_th.jpg
twrs799,,,b3-Fish-001.pdf,"Density, Distribution, and growth of Rainbow (Salmo gairdneri) and Cutthroat (S. clarki) Trout in Big Creek and Tributaries, Idaho Primitive Area","Jateff, Robert","A research proposal to the Wilderness Research Center by the College of Forestry, Wildlife and Range Science",1978-04-13,Y,big creek; taylor research station; robert jateff; rainbow trout; cutthroat trout; salmon river,,,,,b3-Fish-001,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b3-Fish-001.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b3-fish-001_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b3-fish-001_th.jpg
twrs800,,,b3-Fish-002.pdf,Brian Kennedy Profile,University of Idaho,Profile of Brian Kennedy,,,salmon river; community ecology; chinook salmon; salmonid rivers observatory network,,,,,b3-Fish-002,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text ,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b3-Fish-002.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b3-fish-002_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b3-fish-002_th.jpg
twrs801,,,b3-Fish-003.pdf,Embeddedness of Salmonid Habitat of Selected National Forest,David C. Burns; Richard E. Edwards,Comparison of fish habitat condition among various locations.,03-1985,,david burns; richard edwards; salmonid; payette national forest; thunder mountain; stibnite; salmon river; little salmon river; marble creek; big creek; monumental creek; snowslide creek; sugar creek; tamarack creek; blackmare creek ,45.160234,-115.13104,,,b3-Fish-003,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b3-Fish-003.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b3-fish-003_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b3-fish-003_th.jpg
twrs802,,,b3-Fish-004.pdf,Oncorhynchus mykiss life history variability in the Middle Fork system: Migratory decisions in a disturbed wilderness environment,Brian Kennedy,Study of life history variation in O. Mykiss throughout Big Creek. ,,,big creek; brian kennedy; oncorhynchus mykiss; middle fork system; salmonid; ,,,,,b3-Fish-004,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b3-Fish-004.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b3-fish-004_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b3-fish-004_th.jpg
twrs803,,,b3-Fish-005.pdf,"Growth and Population Densities of Two Sympatric Trouts, Big Creek, Idaho Primitive Area",Robert James Jateff,A proposal for undergraduate research at the University of Idaho,1977-04-01,Y,big creek; salmon river; middle fork system; steelhead; salmo gairdneri; cutthroat; s. clarki,,,,,b3-Fish-005,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b3-Fish-005.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b3-fish-005_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b3-fish-005_th.jpg
twrs804,,,b3-Fish-006.pdf,DeVlieg Taylor Graduate Research Assistantship 2007-2009,Ellen Hamann,Profile of Ellen Hamann research assistantship 2007-2009,2011-09-19,Y,chinook; salmon; ellen hamann; taylor ranch; over-fishing; salmonids; big creek ,,,,,b3-Fish-006,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b3-Fish-006.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b3-fish-006_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b3-fish-006_th.jpg
twrs805,,,b3-Fish-007.pdf,Fish Survey Results,Akenson; Holubetz; Pehosky,At Taylor Ranch between airstrip and Rush Creek - Map attached,1985-07-24,Y,Rush Creek; Taylor Ranch; Big Creek; Fish; Whitefish; Steelhead; Cutthroat; Bull Trout,45.104745,-114.860744,,,b3-Fish-007,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b3-Fish-007.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b3-fish-007_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b3-fish-007_th.jpg
