objectid,original_spreadsheet,filename,title,creator,description,date,date is approximate,subjects,latitude,longitude,Source,Donor,Identifier,Rights,Standardized Rights,Format Original,youtubeid,Type,Format,object_template,object_download,image_small,image_thumb
twrs557,bibliography,Tang_etal_Global&PlanetaryChange_2012.pdf,"Assessing Streamflow Sensitivity to Temperature Increases in the Salmon Riverr Basin, Idaho","Tang, C.; Crosby, B.T.; Wheaton, J.M.; Pechota, T.C.",Journal Publication,2012,,idaho state university; water; hydrology; climate; ,,,Global and Planetary Change,Idaho State University ,Tang_etal_Global&PlanetaryChange_2012,,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/Tang_etal_Global&PlanetaryChange_2012.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/tang_etal_global&planetarychange_2012_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/tang_etal_global&planetarychange_2012_th.jpg
twrs558,bibliography,Verkaik_etal_FWScience_2015.pdf,Stream Macroinvertebrate Community Responses to Fire: Are They The Same in Different Fire-Prone Biogeographic Regions?,"Verkaik, I.; Vila-Escale, M.; Rieradevall, M.; Baxter, C.V.; Miinshall, G.W.; Reich, P.; Prat, N.",Journal Publication,2015,,idaho state university; water; fire; macroinvertebrate,,,Freshwater Science,Idaho State University ,Verkaik_etal_FWScience_2015,,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/Verkaik_etal_FWScience_2015.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/verkaik_etal_fwscience_2015_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/verkaik_etal_fwscience_2015_th.jpg
twrs559,bibliography,Baumer_Devin_UndergradProject_Poster_2012.pdf,"Winter Foraging Habits of River otter (Lontra canadensis) at Big Creek in the Frank Church Wilderness, Idaho","Baumer, D.N.; Baxter, C.V.",Academic Poster,2012,,idaho state university; otter; big creek,,,,Idaho State University ,Baumer_Devin_UndergradProject_Poster_2012,,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/Baumer_Devin_UndergradProject_Poster_2012.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/baumer_devin_undergradproject_poster_2012_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/baumer_devin_undergradproject_poster_2012_th.jpg
twrs560,bibliography,Carlson_BigCreekSed_AGU_2008.pdf,"Temporal and Spatial Variation in Tributary and Mainstem Suspended Sediment Fluxes in Big Creek, a Recently Burned Sub-Alpine Idaho Catchment","Carlson, E.J. Crosby, B.T.; Olson, N.F.",Academic Poster,2008,,idaho state university; big creek; fire; water; hydrology,,,,Idaho State University ,Carlson_BigCreekSed_AGU_2008,,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/Carlson_BigCreekSed_AGU_2008.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/carlson_bigcreeksed_agu_2008_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/carlson_bigcreeksed_agu_2008_th.jpg
twrs561,bibliography,Della_Croce_SwissIntern_Practical_Work_Experience_Report_2005.pdf,Practical Work Experience Report,"Della Croce, P.",Research Report,2005,,idaho state university; fish; bear; snake; ,,,,Idaho State University ,Della Croce_SwissIntern_Practical Work Experience Report_2005,,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/Della_Croce_SwissIntern_Practical_Work_Experience_Report_2005.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/della_croce_swissintern_practical_work_experience_report_2005_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/della_croce_swissintern_practical_work_experience_report_2005_th.jpg
twrs562,bibliography,DellaCroce&Baxter_NABS_Poster_2006.pdf,Use of tributary confluence habitat by westslope cutthroat trout (Oncorhynchus clarki lewisi) in a wilderness watershed affected by wildfire,"Della Croce, P.; Baxter, C.V.",Academic Poster,2006,,"idaho state university; fire; water; fish, big creek",,,,Idaho State University ,DellaCroce&Baxter_NABS_Poster_2006,,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/DellaCroce&Baxter_NABS_Poster_2006.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/dellacroce&baxter_nabs_poster_2006_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dellacroce&baxter_nabs_poster_2006_th.jpg
twrs563,bibliography,Eckersell_DeVliegFndn_Ltr&Report_Apr_2015.pdf,"Adam Eckersell, 2014-2015 Devlieg Undergraduate Research Scholar","Eckersell, A.",Research Report,2015,,idaho state university; fire; algae; big creek,,,,Idaho State University ,Eckersell_DeVliegFndn_Ltr&Report_Apr_2015,,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/Eckersell_DeVliegFndn_Ltr&Report_Apr_2015.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/eckersell_devliegfndn_ltr&report_apr_2015_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/eckersell_devliegfndn_ltr&report_apr_2015_th.jpg
twrs564,bibliography,Eckersell_etal_SocFreshwaterScience_Poster_2016.pdf,Diatom assemblage responses to wildfire in wilderness streams of Central Idaho,"Eckersell, A.; Schenk, M.V.; Baxter, C.V.",Academic Poster,2016,,idaho state university; fire; diatom,,,,Idaho State University ,Eckersell_etal_SocFreshwaterScience_Poster_2016,,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/Eckersell_etal_SocFreshwaterScience_Poster_2016.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/eckersell_etal_socfreshwaterscience_poster_2016_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/eckersell_etal_socfreshwaterscience_poster_2016_th.jpg
twrs565,bibliography,Gardner_DeVlieg_Undergrad_Research_Report_2013.pdf,"Relationships Between Biomass, Primary Productivity, and Environmental Heterogeneity in Wilderness Streams of Central Idaho","Gardner, T.",Research Report,2013,,idaho state university; climate; fire; hydrology; big creek,,,,Idaho State University ,Gardner_DeVlieg_Undergrad_Research Report_2013,,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/Gardner_DeVlieg_Undergrad_Research_Report_2013.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/gardner_devlieg_undergrad_research_report_2013_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/gardner_devlieg_undergrad_research_report_2013_th.jpg
twrs566,bibliography,Gardner&Baxter_ISU_Undergrad_Research_Symposium_Poster_2012.pdf,Patterns of Biomass and Primary Production of Benthic Biofilms in Wilderness Streams of Central Idaho,"Gardener, T.; Baxter, C.V.",Academic Poster,2012,,idaho state university; algae; hydrology; fire,,,,Idaho State University ,Gardner&Baxter_ISU Undergrad Research Symposium Poster_2012,,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/Gardner&Baxter_ISU_Undergrad_Research_Symposium_Poster_2012.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/gardner&baxter_isu_undergrad_research_symposium_poster_2012_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/gardner&baxter_isu_undergrad_research_symposium_poster_2012_th.jpg
twrs567,bibliography,Hamiltion_BigCreek_LogJam_Final_Report.pdf,Local and Longitudinal Patterns of Woddy Debris Accumulation,"Hamilton, S.",Research Report,2015,,idaho state university; logjam; big creek; ,,,,Idaho State University ,Hamiltion_BigCreek_LogJam_Final_Report,,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/Hamiltion_BigCreek_LogJam_Final_Report.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/hamiltion_bigcreek_logjam_final_report_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/hamiltion_bigcreek_logjam_final_report_th.jpg
twrs568,bibliography,Hamilton_Bigcreek_logjamn_poster_near-final_2016.pdf,Local and Longitudinal Patterns of Woddy Debris Accumulation,"Hamilton, S. Deshpande, N.; Croxby, B.T.",Academic Poster,2016,,idaho state university; logjam; big creek; ,,,,Idaho State University ,Hamilton_Bigcreek logjamn_poster_near-final_2016,,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/Hamilton_Bigcreek_logjamn_poster_near-final_2016.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/hamilton_bigcreek_logjamn_poster_near-final_2016_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/hamilton_bigcreek_logjamn_poster_near-final_2016_th.jpg
twrs569,bibliography,Hardy_etal_DeVliegUndergradResearch_Poster_2019.pdf,Emergence Patterns of Giant Salmon Flies and Consequences fo Birds in the Salmon River Drainage of Idaho,"Hardy, J.; Adams, M.; Baxter, C.V.",Academic Poster,2019,,idaho state university; salmon flies; ornithology,,,,Idaho State University ,Hardy_etal_DeVliegUndergradResearch_Poster_2019,,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/Hardy_etal_DeVliegUndergradResearch_Poster_2019.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/hardy_etal_devliegundergradresearch_poster_2019_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/hardy_etal_devliegundergradresearch_poster_2019_th.jpg
twrs570,bibliography,Junk&Crosby_DeVlieg_UndergradResearch_Report_2011.pdf,"A Temporal Analysis of Organic and Inorganic Suspended Sediment Flux from the Lower Big Creek Drainage, Frank Church Wilderness, Central Idaho","Junk, L.; Crosby, B.",Research Report,2011,,idaho state university; big creek; sediment; water; fire; climate,,,,Idaho State University ,Junk&Crosby_DeVlieg_UndergradResearch_Report_2011,,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/Junk&Crosby_DeVlieg_UndergradResearch_Report_2011.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/junk&crosby_devlieg_undergradresearch_report_2011_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/junk&crosby_devlieg_undergradresearch_report_2011_th.jpg
twrs571,bibliography,Lance_&_Baxter_Undergrad_Research_Report_2010.pdf,"Abundance, Production, and Tissue Stoichiometry of Mountain Whitefish (Prosopium williamsoni) in a central Idaho Wilderness Stream","Lance, J.L.; Baxter, C.V.",Research Report,2010,,idaho state university; big creek; fish; salmonids,,,,Idaho State University ,Lance & Baxter Undergrad Research Report 2010,,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/Lance_&_Baxter_Undergrad_Research_Report_2010.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/lance_&_baxter_undergrad_research_report_2010_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/lance_&_baxter_undergrad_research_report_2010_th.jpg
twrs572,bibliography,Lyon_etal_SocietyFreshwaterScience_Poster_2013.pdf,A Multi-trophic Level Investigation Sheds Light on Long Term Responses of Stream Ecosystems to Wildfire,"Lyon, M.R.; Gardner, T.A.; Schenk, M.V.; Baxter, C.V.",Academic Poster,2013,,idaho state university; fire; riparian; water; hydrology; aquatic insect; fish,,,,Idaho State University ,Lyon_etal_SocietyFreshwaterScience_Poster_2013,,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/Lyon_etal_SocietyFreshwaterScience_Poster_2013.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/lyon_etal_societyfreshwaterscience_poster_2013_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/lyon_etal_societyfreshwaterscience_poster_2013_th.jpg
twrs573,bibliography,Lyon_ISU_Biology_Research_Symposium_Poster_2013.pdf,Spatial Complexity of River Network Promotes Biodiversity,"Lyon, M.R.",Academic Poster,2013,,idaho state university; invertebrate; water,,,,Idaho State University ,Lyon_ISU Biology Research Symposium Poster 2013,,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/Lyon_ISU_Biology_Research_Symposium_Poster_2013.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/lyon_isu_biology_research_symposium_poster_2013_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/lyon_isu_biology_research_symposium_poster_2013_th.jpg
twrs574,bibliography,Vitale_DeVlieg_UG_Report_2016.pdf,"Spectral Complexity within River Soundscapes: Quantifying the spectral signature of running water in differing terrain morphologies in the Big Creek watershed, Central Idaho","Vitale-Sullivan, C.; Aho, K.; Crosby, B.; Reinheart, K.",Research Report,2016,,idaho state university; big creek; soundscape,,,,Idaho State University ,Vitale_DeVlieg_UG_Report_2016,,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/Vitale_DeVlieg_UG_Report_2016.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/vitale_devlieg_ug_report_2016_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/vitale_devlieg_ug_report_2016_th.jpg
twrs575,bibliography,Young_ISU_geosci_senior_thesis_final_2014.pdf,"Hydraulic Channel Geometry & Scaling Relations in Tributaries of Big Creek, Valley & Idaho Counties, Central Idaho","Young, H.H.",Thesis,2014,,idaho state university; big creek; geology; water; hydrology,,,,Idaho State University ,Young_ISU_geosci_senior_thesis_final_2014,,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/Young_ISU_geosci_senior_thesis_final_2014.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/young_isu_geosci_senior_thesis_final_2014_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/young_isu_geosci_senior_thesis_final_2014_th.jpg
twrs576,bibliography,Baird_and_Baird_-_1987_-_A_Campfire_Vision_Establishing_the_Idaho_Primitiv.pdf,A Campfire Vision: Establishing the Idaho Primitive Area,"Baird, D.; Baird, L.",Article,,,dave lewis; big creek; idaho primitive area; conservation; wilderness,,,Journal of the West,,Baird and Baird - 1987 - A Campfire Vision Establishing the Idaho Primitiv,,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/Baird_and_Baird_-_1987_-_A_Campfire_Vision_Establishing_the_Idaho_Primitiv.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/baird_and_baird_-_1987_-_a_campfire_vision_establishing_the_idaho_primitiv_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/baird_and_baird_-_1987_-_a_campfire_vision_establishing_the_idaho_primitiv_th.jpg
twrs577,bibliography,Leonhardy_and_Rice_NARN_4_1__1970.pdf,"A Proposed Culture Typology For the Lower Snake River Region, Southeastern Washington","Leonhardy, F.C.; Rice, D.G.",Journal Publication,1970,,frank leonhardy; anthropology; history; big creek; nez perce; ,,,Northwest Anthropological Research Notes,,Leonhardy and Rice NARN 4(1) 1970,,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/Leonhardy_and_Rice_NARN_4_1__1970.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/leonhardy_and_rice_narn_4_1__1970_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/leonhardy_and_rice_narn_4_1__1970_th.jpg
twrs578,bibliography,Scott_Slovic.The_Elephant_in_the_Room.pdf,The Elephant in the Room,"Slovic, S.",Article,2017,,climate; semester in the wild; taylor wilderness research station; frank church river of no return wilderness,,,,,,,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/Scott_Slovic.The_Elephant_in_the_Room.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/scott_slovic_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/scott_slovic_th.jpg
twrs579,bibliography,Taylor_Ranch_docs_Maurice_Hornocker.pdf,Letter from Maurice Hornocker to Jess and Dorothy Taylor about the purchase of Taylor Ranch,"Hornocker, M.",Letter,1966,,maurice hornocker; jess taylor; dorothy taylor; taylor ranch; wilbur wiles; university of idaho; purchase,,,,,Taylor Ranch docs_Maurice Hornocker,,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/Taylor_Ranch_docs_Maurice_Hornocker.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/taylor_ranch_docs_maurice_hornocker_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/taylor_ranch_docs_maurice_hornocker_th.jpg
twrs580,bibliography,Taylor-ranch-history.pdf,Ninety Years Of Taylor Ranch History,"Akenson, J.",Summary,1991,,taylor ranch; jim akenson; timeline; history; dave lewis; jess taylor; dorothy taylor; maurice hornocker; arlow lewis; gary koehler; holly akenson; frank leonhardy; idaho primitive area; wilbur wiles,,,,,Taylor-ranch-history,,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/Taylor-ranch-history.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/taylor-ranch-history_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/taylor-ranch-history_th.jpg
twrs581,bibliography,Wilbur_1969_Mountain_Lion.pdf,Stalking the Mountain Lion - to Save Him,"Hornocker, M.G.",Article,1969,,national geographic; maurice hornocker; wilbur wiles; mountain lion; big creek; idaho primitive area,,,National Geographic,,Wilbur_1969_Mountain_Lion,,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/Wilbur_1969_Mountain_Lion.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/wilbur_1969_mountain_lion_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/wilbur_1969_mountain_lion_th.jpg
twrs582,bibliography,1988-July-Idahos_River_of_No_Return.pdf,Idaho's River of No Return A backcountry fishing camp services this wilderness water which houses a quality fishery for four trout species,"Vachini, D.",Article,1988,,big creek; taylor ranch,,,Salmon Trout Steelheader,,1988-July-Idahos River of No Return,,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/1988-July-Idahos_River_of_No_Return.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/1988-july-idahos_river_of_no_return_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/1988-july-idahos_river_of_no_return_th.jpg
twrs583,bibliography,https://www.google.com/books/edition/Trends/jacsAQAAMAAJ?q=university+of+idaho+purchasing+taylor+ranch&gbpv=0#f=false,Universities Must Play a Larger Role in Wilderness Research,"Hendee, J.C.",Article,1994,,taylor ranch; wilderness; university of idaho,,,Trends,,pages 22-27,,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/https://www.google.com/books/edition/Trends/jacsAQAAMAAJ?q=university+of+idaho+purchasing+taylor+ranch&gbpv=0#f=false,https://webpages.uidaho.edu/library/twrs/objects/small/https://www_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/https://www_th.jpg
twrs584,bibliography,Invertebrate_abundance_and_biomass_data_from_Big_Creek_tributaries__1988-2012__Folder,Invertebrate abundance and biomass data from Big Creek tributaries (1988-2012),"Baxter, C.V.; Minshall, W.G.",Data,1988-2012,,big creek; invertebrate; water; hydrology,,,U.S. Department of Agriculture,,,https://www.fs.usda.gov/rds/archive/catalog/RDS-2016-0027,,,,text,link,record,Invertebrate_abundance_and_biomass_data_from_Big_Creek_tributaries__1988-2012__Folder,,
twrs585,bibliography,SER_Patent_1011565.PDF,General Land Office Records for the Lewis Place,"Register of the Land Office, Blackfoot Idaho",Land Records,1928-02-01,,dave lewis; land records; land office; calvin coolidge,,,U.S. Department of the Interior,,SER_Patent_1011565,,,https://glorecords.blm.gov/details/patent/default.aspx?accession=1011565&docClass=SER&sid=fajpwjly.kll#patentDetailsTabIndex=1,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/SER_Patent_1011565.PDF,https://webpages.uidaho.edu/library/twrs/objects/small/ser_patent_1011565_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/ser_patent_1011565_th.jpg
twrs586,bibliography,https://books.google.com/books?id=_1YEAAAAMBAJ&pg=PA1&lpg=PA1&dq=stan+and+joy+potts+life+magazine+april+1972&source=bl&ots=nDsmjof9NG&sig=ACfU3U0t9Sx26FIXs9y4KussxoTMtHwXVQ&hl=en&sa=X&ved=2ahUKEwihofXIi8bpAhVEsZ4KHUrlBkYQ6AEwAXoECAoQAQ#v=onepage&q=stan%20and%20joy%20potts&f=false,Stan and Joy Potts are a frontier-style team Partnership,,Article,1972-04-28,,joy potts; stan potts; big creek,,,Life Magazine,,,,,,,text,link,record,https://books.google.com/books?id=_1YEAAAAMBAJ&pg=PA1&lpg=PA1&dq=stan+and+joy+potts+life+magazine+april+1972&source=bl&ots=nDsmjof9NG&sig=ACfU3U0t9Sx26FIXs9y4KussxoTMtHwXVQ&hl=en&sa=X&ved=2ahUKEwihofXIi8bpAhVEsZ4KHUrlBkYQ6AEwAXoECAoQAQ#v=onepage&q=stan%20and%20joy%20potts&f=false,,
twrs587,bibliography,https://books.google.com/books?id=4DeiVYRHzy0C&pg=PA91&lpg=PA91&dq=jess+and+dorothy+taylor+valley+county+idaho&source=bl&ots=zruKXY2LzX&sig=ACfU3U1boWSHNEZLvk7vm_OUVR3d6p_nZQ&hl=en&sa=X&ved=2ahUKEwjltdbpyMXpAhWPjp4KHc2aCSAQ6AEwAnoECAgQAQ#v=onepage&q=jess%20and%20dorothy%20taylor%20valley%20county%20idaho&f=false,The Five Year Lion Hunt,"Trueblood, T. ",Article,1970-02,,maurice hornocker; mountain lion; wilbur wiles; taylor ranch; big creek; jess taylor; dorothy taylor,,,Field & Stream,,,,,,,text,link,record,https://books.google.com/books?id=4DeiVYRHzy0C&pg=PA91&lpg=PA91&dq=jess+and+dorothy+taylor+valley+county+idaho&source=bl&ots=zruKXY2LzX&sig=ACfU3U1boWSHNEZLvk7vm_OUVR3d6p_nZQ&hl=en&sa=X&ved=2ahUKEwjltdbpyMXpAhWPjp4KHc2aCSAQ6AEwAnoECAgQAQ#v=onepage&q=jess%20and%20dorothy%20taylor%20valley%20county%20idaho&f=false,,
twrs588,bibliography,9th_Mountain_Lion_Workshop_2008.pdf,"Cougars Past, Present and Future Challenges",,Workshop Proceedings,2008-05-05,,holly akenson; jim akenson; mountain lion; taylor ranch; gary koehler; maurice hornocker,,,9th Mountain Lion Workshop,,9th Mountain Lion Workshop 2008,,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/9th_Mountain_Lion_Workshop_2008.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/9th_mountain_lion_workshop_2008_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/9th_mountain_lion_workshop_2008_th.jpg
twrs589,bibliography,Gary-MacFarlane.pdf,Declaration of Gary MacFarlane,United States District Court,Declaration,2010-02-03,,wolf; taylor ranch; big creek,,,In The United States District Court For The District Of Idaho,,Gary-MacFarlane,,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/Gary-MacFarlane.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/gary-macfarlane_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/gary-macfarlane_th.jpg
twrs590,bibliography,https://portal.laserfiche.com/Portal/DocView.aspx?id=40475&repo=r-d76fb24e,Frank Church - River Of No Return Wilderness: An Historical Chronology And Annotated Bibliography,"Preston, P. ",Book,1999,,history; frank church river of no return wilderness; taylor ranch; taylor wilderness research station; dave lewis; big creek; ,,,City of McCall Idaho,,,,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/https://portal.laserfiche.com/Portal/DocView.aspx?id=40475&repo=r-d76fb24e,https://webpages.uidaho.edu/library/twrs/objects/small/https://portal_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/https://portal_th.jpg
twrs591,bibliography,https://www.google.com/books/edition/Rescued_by_a_Horse/qFmCDwAAQBAJ?q=The+University+of+Idaho+Taylor+Ranch+Wilderness+Field+Station&gbpv=1#f=false,Calm in the Presence of Danger,"Reed-Dudley, C. ",Book,2010,,taylor wilderness research station; university of idaho; terry armstrong,,,"Rescues by a Horse True Stories of Physical, Emotional, and Spiritual Healing",,,,,,,text,link,record,https://www.google.com/books/edition/Rescued_by_a_Horse/qFmCDwAAQBAJ?q=The+University+of+Idaho+Taylor+Ranch+Wilderness+Field+Station&gbpv=1#f=false,,
twrs592,bibliography,https://alliance-primo.hosted.exlibrisgroup.com/primo-explore/fulldisplay?docid=CP71181884040001451&context=L&vid=UID&lang=en_US&search_scope=everything&adaptor=Local%20Search%20Engine&tab=default_tab&query=any_contains_issues%20in%20wilderness%20management&sortby=rank,Issues in Wilderness Management,"Frome, M.",Book,1985,,wilderness; management; wilderness act,,,,University of Idaho,,,,,,text,link,record,https://alliance-primo.hosted.exlibrisgroup.com/primo-explore/fulldisplay?docid=CP71181884040001451&context=L&vid=UID&lang=en_US&search_scope=everything&adaptor=Local%20Search%20Engine&tab=default_tab&query=any_contains_issues%20in%20wilderness%20management&sortby=rank,,
twrs593,bibliography,Robinson2000_Article_Inter-annualPatternsInMacroinv.pdf,"Inter-annual patterns in macroinvertebrate communities of wilderness streams in Idaho, U.S.A.","Robinson, C.T.; Minshall, G.W.; Royer, T.V.",Journal Publication,2000,,macroinvertebrate; big creek; fire,,,,Idaho State University,Robinson2000_Article_Inter-annualPatternsInMacroinv,,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/Robinson2000_Article_Inter-annualPatternsInMacroinv.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/robinson2000_article_inter-annualpatternsinmacroinv_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/robinson2000_article_inter-annualpatternsinmacroinv_th.jpg
twrs594,bibliography,https://collaboration.idfg.idaho.gov/WildlifeTechnicalReports/BHS%20in%20Big%20Creek%20PR94.pdf,Winter Habitat Use Patters of Bighorn Sheep in Big Creek,"Holbrook, B.; Bodie, W.L.",Report,1994,,bighorn sheep; big creek; idaho fish and game,,,Idaho Department of Fish and Game,,,,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/https://collaboration.idfg.idaho.gov/WildlifeTechnicalReports/BHS%20in%20Big%20Creek%20PR94.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/https://collaboration_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/https://collaboration_th.jpg
twrs595,bibliography,https://ieeexplore.ieee.org/document/1348869,Remote Micro-Hydroelectric Power Generation System,"Seitz, B.; Salire, B.; Harwood, G.; Peterson, J.N.;  Hess, H.L.",Journal Publication,2004,,water; hydrology; engineering; electric,,,IEEE,,,,,,,text,link,record,https://ieeexplore.ieee.org/document/1348869,,
twrs596,bibliography,https://www-jstor-org.uidaho.idm.oclc.org/stable/41712571?seq=1,Summer Food Habits of Coyotes in Idaho's River of No Return Wilderness Area,"Elliott, C.L.; Guetig, R.",Journal Publication,1990,,coyote; squirrel; deer; mice; frank church river of no return wilderness,,,The Great Basin Naturalist,,,,,,,text,link,record,https://www-jstor-org.uidaho.idm.oclc.org/stable/41712571?seq=1,,
twrs597,bibliography,https://www.academia.edu/33699969/Taylor_Time_Slow_Teaching_in_the_Idaho_Wilderness,Taylor Time: Slow Teaching in the Idaho Wilderness,"Ladino, J.; Quallen, S.",Article,,,teaching; wilderness; taylor wilderness research station,,,,,,,,,,text,link,record,https://www.academia.edu/33699969/Taylor_Time_Slow_Teaching_in_the_Idaho_Wilderness,,
twrs598,bibliography,http://www.wild.org/wp-content/uploads/2010/02/webWildernessResourceDistinguishedLectureship.pdf,Using Wilderness Experiences To Enhance Human Potentail and Understanding,"Player, I.",Lecture,1988,,wilderness; taylor ranch; taylor wilderness research station,,,University of Idaho,,,,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/http://www.wild.org/wp-content/uploads/2010/02/webWildernessResourceDistinguishedLectureship.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/http://www_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/http://www_th.jpg
